index,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,y
3338,17700,72911.0,97317.0,DebtCon,Mgr,1.0,0.0,0.0,82.39838379,0.0,17.0,25.329250867,0
1747,12000,15231.0,42845.01,DebtCon,Office,6.5,0.0,1.0,65.966666667,2.0,18.0,,1
1579,11500,116430.0,215014.0,HomeImp,ProfExe,3.0,0.0,0.0,132.09363428,0.0,14.0,26.864568467,0
901,9000,50513.0,61190.0,DebtCon,Other,5.0,0.0,0.0,75.388551244,1.0,11.0,30.498005118,0
5240,28400,53480.0,90560.0,DebtCon,Other,24.0,0.0,1.0,174.47472367,0.0,19.0,24.490839114,0
3493,18400,40673.0,60418.0,HomeImp,Other,27.0,0.0,0.0,247.64957888,0.0,13.0,24.980298956,0
4414,22900,50876.0,74270.0,DebtCon,Other,5.0,0.0,0.0,72.004509982,1.0,19.0,34.957029896,0
5769,45000,87000.0,151000.0,DebtCon,Other,16.0,0.0,0.0,223.2,8.0,19.0,,0
891,8900,62733.0,77741.0,DebtCon,Mgr,8.0,0.0,0.0,68.890096166,3.0,17.0,37.773300594,1
3749,19900,25589.0,90051.0,DebtCon,ProfExe,8.0,0.0,0.0,138.99051437,0.0,20.0,30.271092445,0
715,8200,64006.0,80409.0,HomeImp,Other,15.0,0.0,0.0,235.36324945,0.0,36.0,35.636720346,0
3360,17800,44326.0,79651.0,DebtCon,ProfExe,4.0,0.0,0.0,246.7969491,3.0,32.0,32.509012068,0
488,7000,29000.0,49000.0,DebtCon,Other,11.0,0.0,0.0,234.4,1.0,32.0,,0
3966,20800,77885.0,98188.0,DebtCon,Mgr,4.0,0.0,0.0,50.293547164,7.0,23.0,38.120404705,0
317,6000,43000.0,57460.0,HomeImp,Other,1.6,1.0,,101.5,,13.0,,0
5647,39500,,50000.0,DebtCon,Other,7.0,0.0,0.0,51.766666667,0.0,14.0,,1
1565,11400,56789.0,74016.0,HomeImp,Other,7.0,0.0,0.0,127.62547457,0.0,16.0,33.027143557,0
1254,10200,73157.0,83858.0,DebtCon,,3.0,0.0,0.0,193.5089634,0.0,16.0,29.087994721,0
5621,38100,93544.0,142231.0,DebtCon,Other,11.0,0.0,0.0,55.109850313,0.0,36.0,41.295400304,0
2875,16000,,51792.0,DebtCon,Other,,,,340.68496842,,17.0,30.611518791,0
4856,25500,44562.0,79481.0,DebtCon,Other,10.0,0.0,0.0,126.27780817,1.0,19.0,40.250738027,0
3404,18000,47000.0,69000.0,DebtCon,Other,6.0,3.0,2.0,110.63333333,2.0,24.0,,1
4041,21100,91479.0,127110.0,DebtCon,Office,25.0,0.0,0.0,279.46823675,3.0,16.0,33.078522222,0
5544,35000,197906.0,265000.0,DebtCon,ProfExe,4.0,0.0,0.0,246.56666667,0.0,32.0,,0
1214,10100,32608.0,47377.0,HomeImp,Other,9.0,0.0,0.0,67.38706567,0.0,3.0,35.690193036,0
4707,24900,17139.0,33269.0,DebtCon,Other,16.0,3.0,0.0,124.19682654,1.0,18.0,26.275832415,0
4263,22200,98624.0,140938.0,DebtCon,ProfExe,,0.0,0.0,207.28893316,0.0,20.0,29.218895419,0
2404,14500,71511.0,88632.0,DebtCon,Other,9.0,0.0,0.0,85.748149115,2.0,11.0,31.547811669,0
2831,15800,102552.0,138171.0,HomeImp,ProfExe,13.0,0.0,0.0,116.76318442,4.0,21.0,35.113150487,0
1626,11700,40266.0,59097.0,DebtCon,Other,,0.0,0.0,74.998098598,0.0,15.0,39.49702872,0
5381,30900,106717.0,,DebtCon,Mgr,4.0,2.0,4.0,172.43235473,0.0,13.0,47.795906106,1
2278,13900,80960.0,100730.0,DebtCon,Other,0.0,0.0,0.0,153.08755553,0.0,22.0,40.195306935,0
416,6600,62380.0,89742.0,HomeImp,Office,31.0,0.0,0.0,232.52729073,0.0,16.0,26.160494887,0
2881,16000,133193.0,160919.0,DebtCon,Mgr,,0.0,0.0,223.33852108,0.0,18.0,37.301517501,0
3512,18500,67290.0,95750.0,DebtCon,Other,,2.0,1.0,237.1,2.0,14.0,,0
763,8400,82597.0,83858.0,HomeImp,Other,25.0,0.0,0.0,350.56813617,1.0,47.0,28.91075714,0
2148,13400,65662.0,92050.0,DebtCon,Other,2.0,0.0,0.0,20.759215295,1.0,3.0,42.009390078,0
4430,23000,131200.0,163390.0,DebtCon,Other,7.0,1.0,0.0,215.06666667,1.0,20.0,,0
4839,25400,107343.0,192642.0,DebtCon,Other,1.0,0.0,10.0,192.6716931,1.0,14.0,35.759760239,1
677,8000,21944.0,31352.0,DebtCon,Other,0.0,1.0,1.0,33.433333333,9.0,3.0,,1
4469,23300,84083.0,107407.0,DebtCon,Self,2.0,0.0,1.0,153.23333333,6.0,23.0,,1
4178,21800,48139.0,80114.0,DebtCon,Other,13.0,0.0,0.0,111.99863079,1.0,9.0,4.1427039717,0
5371,30800,129062.0,176389.0,DebtCon,Mgr,13.0,0.0,0.0,184.31937605,2.0,28.0,40.894302088,0
1996,12900,90646.0,100744.0,HomeImp,Other,19.0,0.0,0.0,141.20846058,3.0,23.0,31.526379711,0
3156,17000,86000.0,119600.0,DebtCon,ProfExe,12.0,,,137.46666667,,25.0,,0
1522,11200,68890.0,84059.0,DebtCon,Office,12.0,0.0,0.0,254.01968935,3.0,36.0,41.433943797,0
4969,26300,52394.0,93307.0,DebtCon,Other,24.0,0.0,1.0,184.65609577,0.0,19.0,23.54869835,0
87,4000,58000.0,69440.0,HomeImp,Other,3.5,0.0,1.0,168.66666667,0.0,18.0,,1
4070,21300,185874.0,235968.0,DebtCon,ProfExe,3.0,0.0,0.0,291.81953877,1.0,26.0,36.993649952,0
407,6500,75113.0,115900.0,HomeImp,Office,29.0,0.0,0.0,332.73333333,2.0,38.0,,0
3437,18200,93702.0,158647.0,HomeImp,ProfExe,4.0,0.0,1.0,96.177793274,0.0,16.0,34.709935978,0
4421,23000,76561.0,111389.0,DebtCon,Mgr,8.0,0.0,1.0,301.23291075,2.0,28.0,30.346706109,0
1715,12000,43000.0,64000.0,DebtCon,Other,1.0,0.0,0.0,262.96666667,0.0,21.0,,0
1397,10800,70214.0,83882.0,DebtCon,Office,4.0,1.0,2.0,172.79930087,3.0,30.0,38.588823585,0
3521,18600,47199.0,70134.0,DebtCon,Other,8.0,0.0,0.0,86.558860141,3.0,15.0,43.507938545,0
483,7000,66000.0,86300.0,DebtCon,Other,3.0,1.0,1.0,242.43333333,0.0,8.0,,1
383,6400,81116.0,86148.0,HomeImp,ProfExe,8.0,0.0,0.0,262.17542613,0.0,11.0,42.068268179,0
5618,38100,204071.0,270794.0,DebtCon,ProfExe,3.0,0.0,0.0,230.39857646,0.0,32.0,31.369739388,0
4607,24100,95549.0,112283.0,DebtCon,Other,22.0,0.0,0.0,243.34973257,0.0,28.0,39.082696629,0
5925,69700,191972.0,294367.0,DebtCon,Self,10.0,0.0,0.0,230.70561338,2.0,25.0,28.201870511,0
4918,25900,80663.0,122372.0,DebtCon,ProfExe,10.0,0.0,1.0,133.66949395,0.0,18.0,26.573930791,0
899,8900,72581.0,90585.0,DebtCon,Office,18.0,1.0,1.0,207.96666667,0.0,30.0,,1
1511,11100,35782.0,45550.0,HomeImp,Other,8.0,0.0,0.0,109.28434579,0.0,3.0,36.159805919,0
4157,21700,79240.0,96784.0,DebtCon,Mgr,5.0,0.0,0.0,64.508423594,6.0,24.0,38.078963128,0
5550,35200,239987.0,43028.0,DebtCon,Mgr,2.0,0.0,1.0,210.18900524,3.0,49.0,41.336626731,0
3725,19700,32989.0,75950.0,DebtCon,ProfExe,9.0,0.0,0.0,283.1,0.0,19.0,,0
1803,12200,70722.0,81760.0,DebtCon,Other,0.0,0.0,0.0,219.78527278,3.0,26.0,30.277005376,0
2963,16300,22352.0,165315.0,HomeImp,Self,9.0,0.0,0.0,304.3346951,0.0,27.0,27.56242667,0
5491,33400,37262.0,76717.0,DebtCon,Other,9.0,,,131.04498598,,24.0,32.021051449,0
3732,19700,19349.0,133226.0,DebtCon,Other,9.0,0.0,0.0,342.31635733,1.0,9.0,40.147908351,0
368,6300,59793.0,98314.0,DebtCon,Self,2.2,0.0,0.0,120.73333333,0.0,8.0,,1
4011,21000,69097.0,105200.0,DebtCon,Other,,1.0,0.0,237.82012891,1.0,13.0,40.305773569,0
2007,12900,50636.0,57838.0,DebtCon,Other,0.0,1.0,0.0,187.82532332,1.0,13.0,28.813470941,0
4733,25000,84000.0,120000.0,DebtCon,Other,1.5,0.0,0.0,188.76821306,2.0,25.0,,0
5333,30000,15214.0,38094.0,DebtCon,Other,26.0,0.0,0.0,199.46979091,0.0,15.0,39.549873804,0
2411,14500,69115.0,98900.0,DebtCon,Other,18.0,0.0,0.0,177.86666667,,11.0,,1
229,5400,53429.0,64505.0,DebtCon,,5.0,,0.0,69.542430107,,16.0,36.480236299,0
1290,10400,63505.0,75811.0,DebtCon,Other,3.0,0.0,0.0,182.0920717,2.0,17.0,33.690785641,0
2342,14100,61036.0,84979.0,HomeImp,Mgr,1.0,0.0,0.0,174.5911708,2.0,23.0,50.276214936,1
1664,11800,112146.0,140781.0,DebtCon,ProfExe,14.0,,0.0,170.70050749,0.0,32.0,29.942492402,0
4660,24500,,149489.0,,,,,,,,,15.443486052,0
293,5800,,73804.0,HomeImp,Office,1.0,0.0,0.0,71.766557161,0.0,4.0,41.287423388,0
5625,38300,93255.0,144457.0,DebtCon,Other,10.0,0.0,0.0,73.656853928,1.0,36.0,41.939496061,0
3551,18700,69954.0,104510.0,DebtCon,Office,10.0,0.0,0.0,211.24331121,2.0,13.0,33.549858765,0
4547,23700,87141.0,140428.0,DebtCon,ProfExe,22.0,1.0,0.0,169.28363143,1.0,25.0,40.980615645,0
5950,87500,55938.0,86794.0,DebtCon,Other,15.0,0.0,0.0,223.88104,0.0,16.0,36.753652674,0
5321,30000,79044.0,118685.0,DebtCon,Mgr,12.0,0.0,0.0,92.118875541,1.0,34.0,27.224985258,0
933,9000,53177.0,56782.0,HomeImp,Other,9.0,0.0,0.0,106.50053701,3.0,33.0,40.084175502,0
2734,15400,39452.0,56834.0,DebtCon,Other,7.0,1.0,0.0,120.0565557,1.0,15.0,39.908934154,0
2393,14400,89605.0,106290.0,HomeImp,Other,20.0,0.0,0.0,121.74760077,4.0,24.0,29.30354901,0
5848,51000,39609.0,60837.0,DebtCon,Office,5.0,0.0,,178.88867078,0.0,16.0,30.841045005,0
2998,16400,107669.0,115881.0,DebtCon,Other,0.0,0.0,0.0,136.81211951,1.0,21.0,39.699961675,0
4630,24300,110442.0,138581.0,DebtCon,Mgr,9.0,2.0,0.0,175.15368945,4.0,17.0,40.348885329,0
4021,21000,87000.0,140000.0,DebtCon,ProfExe,22.0,1.0,0.0,163.36666667,1.0,25.0,,0
176,5000,78565.0,98500.0,DebtCon,ProfExe,24.0,0.0,0.0,51.766666667,3.0,14.0,,0
1654,11800,65062.0,78004.0,HomeImp,Office,12.0,0.0,0.0,251.14419571,0.0,31.0,43.372372819,0
3574,18800,166737.0,199303.0,DebtCon,ProfExe,9.0,0.0,0.0,270.88268753,1.0,38.0,25.532128787,0
3952,20700,100778.0,142271.0,HomeImp,,,,,,,,39.983095928,0
3136,17000,125728.0,159770.0,DebtCon,Mgr,,0.0,0.0,228.42238215,0.0,18.0,37.008373781,0
1832,12300,90006.0,121122.0,DebtCon,Office,9.0,0.0,0.0,133.49754075,1.0,21.0,36.91048167,0
1760,12000,48189.0,53969.0,DebtCon,Other,5.0,0.0,0.0,276.38174269,0.0,18.0,65.495243152,1
4955,26200,77952.0,113285.0,DebtCon,Other,5.0,0.0,0.0,90.016091544,1.0,31.0,39.39066028,0
809,8500,29383.0,45900.0,DebtCon,ProfExe,8.0,0.0,0.0,122.13333333,0.0,22.0,,1
2180,13500,116123.0,145597.0,DebtCon,ProfExe,3.0,0.0,0.0,290.31077491,0.0,46.0,34.69906743,0
3473,18300,93728.0,153093.0,HomeImp,ProfExe,5.0,0.0,0.0,109.33710593,0.0,16.0,36.213987487,0
81,4000,54543.0,61777.0,HomeImp,Office,21.0,0.0,0.0,205.58668003,0.0,19.0,21.806563464,0
3415,18000,41814.0,62845.0,HomeImp,Other,27.0,0.0,0.0,244.88185992,0.0,14.0,23.537045228,0
5353,30400,45747.0,78829.0,DebtCon,Office,0.0,0.0,0.0,174.36374815,3.0,18.0,41.256794683,0
2453,14700,94672.0,,,Other,14.0,0.0,1.0,67.038031911,0.0,11.0,40.317434429,1
2628,15100,49533.0,63607.0,DebtCon,Other,2.0,0.0,0.0,180.52329284,0.0,14.0,36.377182949,0
2867,15900,71841.0,96424.0,HomeImp,Office,10.0,,,111.43725111,0.0,11.0,36.954969611,0
3045,16600,9626.0,96887.0,HomeImp,Other,14.0,0.0,0.0,263.76624665,0.0,23.0,28.674701982,0
4596,24000,239568.0,266430.0,HomeImp,Self,7.0,0.0,0.0,243.73241747,3.0,50.0,35.871958946,0
4863,25500,235839.0,267506.0,HomeImp,Self,5.0,0.0,0.0,240.21701392,3.0,51.0,39.048427763,0
404,6500,48000.0,61000.0,DebtCon,Other,1.0,1.0,0.0,97.299756098,6.0,38.0,,1
3810,20000,14361.0,50000.0,DebtCon,Other,,0.0,1.0,216.06666667,1.0,10.0,,1
5812,50000,,82200.0,HomeImp,Other,,0.0,0.0,342.86666667,0.0,7.0,,0
5895,59800,42069.0,72082.0,DebtCon,Other,4.0,0.0,0.0,78.404073089,0.0,21.0,29.01621726,0
5107,27300,149950.0,177309.0,DebtCon,ProfExe,6.0,0.0,0.0,328.16812274,0.0,35.0,39.159553757,0
2947,16200,62783.0,94394.0,DebtCon,Office,1.0,0.0,0.0,167.42934703,0.0,25.0,23.691156853,0
1572,11400,84278.0,200480.0,HomeImp,Self,14.0,0.0,0.0,4.4127700608,,8.0,19.112485067,0
5726,42600,13284.0,64273.0,HomeImp,Office,,0.0,0.0,310.39832249,0.0,19.0,15.249613012,0
1590,11500,64371.0,73636.0,DebtCon,ProfExe,2.0,0.0,0.0,162.11625392,1.0,35.0,39.791198955,0
4996,26500,,63918.0,DebtCon,Other,25.0,0.0,0.0,135.44094715,0.0,8.0,20.161387851,0
5284,28900,75887.0,117989.0,DebtCon,Other,4.0,0.0,0.0,92.090542151,2.0,32.0,40.778888426,0
3007,16400,85601.0,100078.0,HomeImp,Office,,0.0,0.0,176.69874119,1.0,25.0,43.027470528,0
1649,11800,67678.0,108092.0,HomeImp,ProfExe,13.0,0.0,7.0,126.65823161,0.0,36.0,37.162689687,1
5331,30000,,46200.0,,,0.0,1.0,3.0,200.93333333,10.0,15.0,,1
3029,16500,50000.0,,DebtCon,Mgr,1.0,0.0,0.0,120.73333333,3.0,11.0,,1
3676,19300,146465.0,192854.0,DebtCon,ProfExe,13.0,,,110.64880682,1.0,23.0,29.975576027,0
5862,52200,,90240.0,HomeImp,Other,,0.0,0.0,341.82881167,0.0,7.0,24.016671085,0
3847,20100,72775.0,102308.0,DebtCon,Office,8.0,0.0,0.0,206.47884516,2.0,13.0,32.782971421,0
1653,11800,57760.0,65535.0,DebtCon,Mgr,11.0,0.0,0.0,108.46940045,1.0,18.0,32.783483568,0
459,6900,5816.0,,HomeImp,Mgr,23.0,0.0,2.0,67.8,1.0,18.0,,1
2341,14100,65994.0,80037.0,DebtCon,,8.0,,,,,,27.735204056,0
554,7400,56596.0,72861.0,HomeImp,Mgr,3.0,0.0,1.0,141.96214925,0.0,23.0,28.300245637,0
2616,15000,65584.0,92582.0,DebtCon,Other,10.0,0.0,0.0,82.948973217,2.0,10.0,34.317240799,0
5064,27000,13718.0,35684.0,DebtCon,Other,16.0,2.0,0.0,122.29444677,1.0,18.0,24.355759583,0
5658,40000,5118.0,62000.0,HomeImp,Office,,0.0,0.0,311.43333333,0.0,19.0,,0
2539,15000,,,DebtCon,,0.0,2.0,1.0,91.266666667,1.0,10.0,,1
2116,13300,57878.0,69907.0,DebtCon,ProfExe,1.0,0.0,0.0,154.48481378,2.0,35.0,41.119153488,0
1465,11000,53700.0,68000.0,DebtCon,Mgr,6.0,0.0,0.0,101.5,0.0,13.0,,1
948,9100,78210.0,86558.0,DebtCon,Mgr,8.0,0.0,0.0,92.111504281,0.0,23.0,28.167074697,0
2575,15000,89126.0,118300.0,DebtCon,Office,0.4,,3.0,263.16666667,1.0,30.0,,0
44,3000,,14500.0,HomeImp,Other,3.0,0.0,0.0,9.3,14.0,2.0,,1
3777,20000,79741.0,117600.0,DebtCon,Other,10.0,0.0,0.0,291.16666667,2.0,17.0,,0
792,8500,41210.0,45175.0,DebtCon,Office,9.0,0.0,0.0,209.49409472,1.0,22.0,29.96408198,0
1074,9700,77394.0,86917.0,DebtCon,Office,16.0,0.0,1.0,81.461400461,0.0,9.0,27.705856544,0
443,6800,78292.0,86959.0,DebtCon,,3.0,,,,,,18.927211638,0
171,5000,70470.0,77908.0,DebtCon,,5.0,,,,,,,0
1020,9500,41541.0,57280.0,DebtCon,Other,6.0,0.0,0.0,69.229369351,1.0,10.0,29.160127076,0
80,4000,105164.0,112774.0,HomeImp,Office,1.0,0.0,0.0,94.724874167,0.0,13.0,29.390928055,0
1514,11100,43167.0,60209.0,DebtCon,Other,3.0,0.0,1.0,80.368196976,0.0,20.0,37.490798825,0
3543,18600,80970.0,101244.0,DebtCon,ProfExe,0.0,0.0,0.0,272.88259897,2.0,20.0,39.808993217,0
2454,14700,106417.0,123580.0,HomeImp,ProfExe,9.0,0.0,0.0,166.49606529,3.0,31.0,29.316710061,0
2847,15900,52012.0,105877.0,HomeImp,Other,0.0,0.0,2.0,50.53156169,1.0,10.0,40.392256543,0
3151,17000,52663.0,82000.0,,,,,,,,,,1
1724,12000,,63000.0,,,0.0,0.0,0.0,,0.0,0.0,,0
1665,11900,44600.0,63800.0,DebtCon,Other,9.0,0.0,0.0,243.5,0.0,18.0,,0
3499,18500,57174.0,91772.0,HomeImp,ProfExe,4.0,0.0,0.0,129.66321658,0.0,13.0,28.904478844,0
3761,20000,99000.0,140000.0,HomeImp,,,,,,,,,0
5677,40600,362909.0,466731.0,HomeImp,ProfExe,4.0,0.0,0.0,305.81241924,4.0,14.0,42.930339471,0
2974,16300,59901.0,83232.0,HomeImp,Other,,0.0,0.0,284.51430538,0.0,20.0,27.898802748,0
4638,24400,110177.0,145000.0,DebtCon,Office,5.0,,,293.23652482,2.0,36.0,,0
5316,29900,73506.0,115000.0,DebtCon,Mgr,11.0,0.0,0.0,77.133333333,1.0,35.0,,0
1018,9500,36114.0,45654.0,DebtCon,Office,0.0,0.0,0.0,83.333291772,0.0,9.0,25.343478449,1
2049,13000,94941.0,120000.0,DebtCon,ProfExe,0.1,0.0,0.0,132.86666667,0.0,21.0,,1
1333,10500,27180.0,86978.0,HomeImp,ProfExe,22.0,0.0,0.0,230.72115441,0.0,10.0,25.753010226,0
378,6400,25144.0,45200.0,HomeImp,Other,25.0,0.0,2.0,128.0,4.0,17.0,,1
595,7600,133475.0,203936.0,DebtCon,ProfExe,1.0,0.0,0.0,87.452870081,2.0,23.0,37.005967843,0
172,5000,,36375.0,HomeImp,Other,3.0,0.0,0.0,266.8,1.0,26.0,,0
5300,29400,119256.0,160683.0,DebtCon,ProfExe,6.0,0.0,0.0,109.12119697,3.0,27.0,33.301762888,0
1095,9800,55330.0,78154.0,HomeImp,Mgr,2.0,0.0,1.0,122.70553687,0.0,23.0,28.896101856,0
4298,22400,80226.0,111307.0,DebtCon,Other,,0.0,0.0,186.6311118,1.0,24.0,38.936175687,0
4025,21000,42000.0,67000.0,DebtCon,Office,7.0,0.0,0.0,65.966666667,2.0,18.0,,1
5160,27700,19300.0,39000.0,DebtCon,Mgr,12.0,3.0,0.0,212.06666667,0.0,46.0,,1
4084,21300,103989.0,143796.0,DebtCon,Other,9.0,2.0,0.0,135.23283605,3.0,20.0,44.382577891,1
4584,24000,31243.0,50602.0,HomeImp,Self,3.0,1.0,,135.19851865,,11.0,25.357164928,0
340,6100,79636.0,87276.0,HomeImp,Other,20.0,0.0,0.0,350.43613755,0.0,47.0,28.848276581,0
3720,19600,128876.0,162994.0,DebtCon,Office,2.0,,1.0,382.31221703,,52.0,36.06796344,0
3175,17000,82662.0,111357.0,DebtCon,Mgr,17.0,0.0,0.0,252.30598474,4.0,30.0,37.316119916,0
1418,10800,49953.0,75322.0,DebtCon,Other,0.0,0.0,0.0,58.892731331,8.0,21.0,23.875946186,0
2492,14900,55480.0,76464.0,HomeImp,Other,15.0,0.0,1.0,122.08949983,5.0,20.0,43.06260476,1
4826,25300,137813.0,214014.0,HomeImp,ProfExe,5.0,0.0,0.0,187.19250991,0.0,27.0,38.656846663,0
5040,26800,124199.0,166404.0,DebtCon,Mgr,1.0,0.0,0.0,243.94209954,2.0,23.0,34.509656884,0
1349,10600,53200.0,71000.0,DebtCon,ProfExe,2.0,0.0,0.0,224.23333333,5.0,39.0,,1
1799,12200,97000.0,109800.0,HomeImp,ProfExe,5.0,0.0,0.0,152.13333333,3.0,33.0,,1
4001,20900,61402.0,88659.0,DebtCon,ProfExe,9.0,3.0,0.0,164.24893233,1.0,63.0,40.921433337,1
1874,12500,56960.0,69014.0,DebtCon,Other,4.0,0.0,0.0,307.63666403,0.0,10.0,30.362483817,0
4566,23900,21549.0,49842.0,DebtCon,Other,25.0,0.0,0.0,300.29631253,,12.0,30.203989283,0
371,6300,92659.0,117352.0,HomeImp,ProfExe,6.0,0.0,0.0,199.01192718,0.0,27.0,26.520049519,0
2531,15000,45000.0,68250.0,DebtCon,Other,7.0,0.0,1.0,55.966666667,0.0,4.0,,1
1196,10000,,65088.0,HomeImp,Mgr,3.5,4.0,5.0,205.06666667,2.0,39.0,,1
1441,11000,52602.0,61496.0,DebtCon,Other,13.0,0.0,0.0,107.34006616,0.0,22.0,37.699108592,0
3494,18400,41730.0,59750.0,DebtCon,,6.0,1.0,0.0,109.96140649,1.0,10.0,27.911845443,0
517,7100,53273.0,54378.0,HomeImp,Other,5.0,0.0,0.0,84.837249966,0.0,17.0,22.861199646,0
5078,27100,44095.0,77587.0,DebtCon,Mgr,14.0,1.0,0.0,92.140029015,6.0,15.0,33.535547201,0
4242,22100,95351.0,117905.0,DebtCon,Other,25.0,0.0,0.0,233.74845181,1.0,27.0,41.52372299,0
2877,16000,32918.0,52482.0,DebtCon,ProfExe,3.0,0.0,0.0,259.57102068,0.0,34.0,40.347343998,0
2405,14500,54927.0,63177.0,DebtCon,Other,3.0,0.0,0.0,178.93616767,0.0,14.0,27.062233476,0
1636,11700,64278.0,76055.0,,Other,12.0,0.0,0.0,245.29516293,0.0,26.0,28.439965842,0
549,7400,75547.0,93839.0,DebtCon,ProfExe,0.0,,,,,,28.161831853,0
3307,17600,,45119.0,DebtCon,Other,,,,354.73591921,,17.0,34.495046658,0
5847,50900,53334.0,63298.0,DebtCon,Office,12.0,0.0,0.0,106.68828922,1.0,25.0,37.312097364,0
1141,10000,26197.0,46600.0,HomeImp,ProfExe,9.0,0.0,0.0,165.96666667,2.0,9.0,,1
462,6900,97662.0,110046.0,HomeImp,Office,24.0,0.0,0.0,111.12339734,0.0,11.0,37.253150854,0
18,2300,28192.0,40150.0,HomeImp,Other,4.5,0.0,0.0,54.6,1.0,16.0,,1
79,3900,21200.0,39000.0,DebtCon,Mgr,4.0,0.0,1.0,86.566666667,2.0,14.0,,1
4128,21500,58646.0,90807.0,DebtCon,Other,17.0,0.0,0.0,196.80879268,1.0,22.0,31.697960362,0
1117,9900,47367.0,114837.0,DebtCon,ProfExe,4.0,0.0,0.0,210.43553362,0.0,10.0,25.042108535,0
4488,23400,45766.0,66192.0,DebtCon,Other,26.0,0.0,0.0,284.78157228,2.0,32.0,35.936794804,0
670,8000,41000.0,54000.0,DebtCon,Mgr,4.0,0.0,0.0,189.7,1.0,22.0,,0
625,7800,38506.0,50309.0,DebtCon,Other,11.0,0.0,0.0,231.0011955,0.0,32.0,35.906115846,0
5071,27000,,38441.0,DebtCon,Other,8.0,1.0,,85.179503348,,14.0,23.691176013,0
5378,30800,54981.0,82038.0,DebtCon,Office,2.0,0.0,0.0,165.07784739,2.0,19.0,41.239256279,0
4240,22100,92724.0,126348.0,HomeImp,Mgr,11.0,0.0,0.0,122.26578117,1.0,24.0,30.843505268,0
2376,14300,,29115.0,DebtCon,Other,14.0,,,82.066405167,2.0,7.0,32.76978633,0
3591,18900,87657.0,117577.0,DebtCon,ProfExe,9.0,0.0,0.0,142.46649495,2.0,19.0,39.96618165,0
3795,20000,,128042.0,HomeImp,Other,0.0,0.0,0.0,314.53333333,3.0,21.0,,0
258,5500,85845.0,122205.0,DebtCon,ProfExe,5.0,0.0,0.0,172.21327665,1.0,26.0,32.676640875,1
5409,31500,49020.0,100700.0,DebtCon,Office,4.0,0.0,0.0,169.68903889,1.0,25.0,36.034644558,0
3519,18600,73473.0,105848.0,HomeImp,Mgr,9.0,0.0,4.0,186.71283572,1.0,14.0,27.646036576,1
4665,24500,134188.0,171658.0,DebtCon,Other,5.0,1.0,0.0,219.16757792,0.0,20.0,34.986140572,0
402,6500,51724.0,87770.0,DebtCon,,4.0,0.0,0.0,209.32631158,4.0,29.0,30.343448604,0
3171,17000,97517.0,141718.0,DebtCon,Office,2.0,,,128.41759793,3.0,15.0,31.166029443,0
3668,19300,31950.0,53814.0,DebtCon,ProfExe,17.0,0.0,0.0,178.45963721,1.0,20.0,37.134712329,0
3488,18400,116228.0,148722.0,DebtCon,Other,1.0,0.0,0.0,159.16923466,2.0,25.0,38.079761822,1
246,5500,43486.0,81600.0,DebtCon,,4.0,0.0,0.0,216.13333333,4.0,30.0,,0
2185,13500,124696.0,200707.0,HomeImp,Office,0.0,0.0,1.0,348.66949199,0.0,16.0,39.550703015,0
1240,10200,69116.0,105228.0,HomeImp,ProfExe,12.0,0.0,8.0,122.84395119,0.0,36.0,36.122885906,1
5600,37400,96798.0,145550.0,DebtCon,Other,12.0,0.0,0.0,63.901676947,1.0,35.0,40.594851726,0
4159,21700,24771.0,48361.0,DebtCon,Other,0.0,,,309.02844551,,24.0,33.877264297,0
2636,15100,60264.0,87110.0,HomeImp,ProfExe,5.0,0.0,0.0,111.39938495,0.0,13.0,26.062043252,0
3564,18700,66003.0,82410.0,DebtCon,Mgr,0.0,1.0,0.0,85.77380757,1.0,23.0,51.517385302,1
877,8800,56963.0,70607.0,HomeImp,Other,4.0,0.0,0.0,99.76441458,3.0,19.0,40.345260733,0
3609,18900,82537.0,117610.0,DebtCon,Mgr,16.0,0.0,0.0,233.84853474,5.0,30.0,39.064892967,0
5272,28800,151328.0,194243.0,HomeImp,Self,2.0,0.0,0.0,174.97705282,0.0,17.0,42.112540128,0
2823,15800,,58995.0,HomeImp,Other,1.0,2.0,3.0,194.98708812,1.0,45.0,52.203164506,1
4704,24800,64537.0,93212.0,DebtCon,ProfExe,7.0,1.0,1.0,120.35142038,4.0,25.0,34.686088674,0
2220,13700,89345.0,105590.0,DebtCon,ProfExe,6.0,0.0,0.0,201.04240208,2.0,37.0,43.471677292,0
3936,20600,124323.0,166781.0,DebtCon,Office,4.0,,1.0,381.02564753,,51.0,37.169048081,0
5454,32400,128523.0,179390.0,DebtCon,Mgr,13.0,0.0,0.0,150.08428711,1.0,28.0,43.144345509,0
3312,17600,71983.0,97939.0,DebtCon,Office,1.0,0.0,0.0,144.36621588,3.0,19.0,29.808589765,0
2844,15900,46731.0,71521.0,DebtCon,ProfExe,18.0,0.0,0.0,192.14423547,0.0,22.0,40.361769906,0
5440,32200,118793.0,171024.0,DebtCon,ProfExe,16.0,0.0,0.0,119.60347765,1.0,16.0,29.011327721,0
1816,12300,61253.0,85825.0,DebtCon,Sales,5.0,0.0,0.0,130.02625897,0.0,34.0,27.20337824,0
